,smiles,mol_id,toxic
454,CCCCOCCOCCOCCO,TOX1520,1
456,Nc1cc(C(F)(F)F)ccc1S,TOX31681,1
460,COC(=O)C1=C(C)NC(COC(N)=O)=C(C(=O)OC(C)C)C1c1cccc(Cl)c1Cl,TOX28738,1
461,CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1,TOX28732,0
462,CC(=O)SCC(CC(=O)c1ccc(C)cc1)C(=O)O,TOX28731,0
463,CCOC(=O)Cn1cccc1-c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,TOX28730,1
465,CC(C)(C)NC[C@H](O)c1ccc(O)cc1Cl,TOX28736,0
466,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1,TOX28735,1
469,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,TOX27818,0
470,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,TOX27817,1
473,Cc1cccc(C(=O)O)c1[N+](=O)[O-],TOX5640,0
474,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.O=S(=O)(O)CCS(=O)(=O)O,TOX27811,0
475,Clc1ccccn1,TOX4810,0
476,CCC(=O)/C=C/C1C(C)=CCCC1(C)C,TOX6240,0
477,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,TOX6241,1
478,CCCCCCCCCO,TOX2008,0
479,CCCCCCNCCCCCC,TOX2009,0
480,CCN(CC)c1ccc(N)cc1,TOX5058,1
481,ClCCCCl,TOX2004,0
482,CCCCCCOC(C)=O,TOX2006,0
485,NCCNCCN,TOX5050,1
487,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,TOX31,1
488,NC(=O)CCCCC(N)=O,TOX32,0
489,CNC(=O)ON=CC(C)(C)SC,TOX39,0
490,C=CCOc1ccc(CC(=O)O)cc1Cl,TOX38,1
491,NN,TOX703,1
493,NNc1nc(-c2ccccc2)cs1,TOX707,1
494,NNc1nc(-c2ccc(N)cc2)cs1,TOX704,1
496,NNc1ccc(C(=O)O)cc1,TOX708,1
498,O=C(OCc1ccccc1)C(=O)OCc1ccccc1,TOX18926,0
499,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,TOX2563,1
500,CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC,TOX12431,1
501,O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12,TOX12437,1
503,COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,TOX22559,1
504,CCOc1ccc([N+](=O)[O-])cc1,TOX6655,1
505,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,TOX25300,0
507,CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1,TOX12129,0
508,CC(C)c1ccc(C(C)C)cc1,TOX6652,0
509,COc1c2occc2cc2ccc(=O)oc12,TOX830,1
510,COC(C)(C)C,TOX833,0
511,COC(N)=O,TOX834,0
513,Cc1cccc(/N=N/c2ccc(N(C)C)cc2)c1,TOX838,1
515,O=C(O)CNC(=O)c1ccccc1,TOX26073,0
517,CC(C)(C)OC(=O)N1C[C@@H](F)C[C@H]1C(=O)O,TOX29098,0
518,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,TOX26078,1
519,O=C(OCC1CO1)C1CCCCC1C(=O)OCC1CO1,TOX4875,1
520,Oc1nc(O)nc(O)n1,TOX4873,0
521,N#CC1(O)CCCCC1,TOX4878,0
522,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,TOX3064,0
524,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,TOX3061,1
525,CCCCCCCCCCCCCCCCCCOCC(O)CO,TOX8956,1
527,CSCCC=O,TOX7528,0
528,CC(C)(C)C(=O)Cl,TOX7529,0
529,CCCCC(CC)COC(=O)Cl,TOX7832,0
530,CCCCC(CC)C(=O)[O-],TOX7525,0
531,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,TOX7527,1
532,COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,TOX7520,0
533,O=Cc1cccc(Br)c1,TOX7521,0
534,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,TOX7522,1
535,C/C=C/C=C/C(=O)[O-],TOX7835,0
536,Cc1cc(C)nc(Nc2ccccc2)n1,TOX14877,1
537,CC(C)C[C@@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,TOX25759,1
539,CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,TOX14871,1
540,CCCCCC=CCC(=O)OC,TOX27659,0
541,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,TOX26257,1
542,CCCCCCCCC(=O)OCC,TOX27651,0
544,CCCCCCCCCCCCCC(=O)OCC,TOX27654,0
545,CCCCCCC(O)CCOC(C)=O,TOX27657,0
546,C=CCCCCCCCCO,TOX27656,0
548,COCCOc1cc2cc(C(=O)NC3CCN(C(C)C)CC3)n(CC(=O)Nc3ccc(Cl)cn3)c2cn1,TOX27385,1
550,CCCOc1sc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)c(C)c1Br,TOX27381,1
552,Nc1nc(N)c(-c2ccccc2)s1,TOX26388,0
554,CCCCCCCCCCCCCCCC[n+]1ccccc1,TOX13307,1
558,COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O,TOX26386,1
560,CCNC(=O)C1CC(C)CCC1C(C)C,TOX27039,0
561,CCc1ccc(O)c(OC)c1,TOX27038,0
563,CC/C=C\CC/C=C/C(OCC)OCC,TOX27034,1
564,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,TOX27037,0
565,CN(C)C1CSSSC1,TOX27036,1
566,c1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1,TOX27031,1
567,C[C@@H](O)C(=O)O,TOX27030,1
568,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,TOX27033,0
569,CC1=CC[C@@]23CC1C(C)(C)[C@@H]2CC[C@H]3C,TOX27032,0
571,CCCCOCCOCCSC#N,TOX4674,0
572,O=C(N[C@H]1CN2CCC1CC2)c1ccc2c(c1)OCCO2,TOX27285,0
573,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,TOX2828,1
574,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,TOX2829,0
576,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,TOX2822,0
577,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,TOX2821,1
578,BrCCCBr,TOX1902,0
579,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,TOX1299,1
581,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,TOX1290,1
583,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,TOX1292,1
584,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,TOX6018,1
585,O=S1(=O)CC=CC1,TOX1294,0
586,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,TOX1296,1
587,CNCCO,TOX5603,0
589,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,TOX3296,1
590,C=CCc1ccc(OC)c(OC)c1,TOX5607,1
595,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,TOX26922,1
596,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Oc2c(C)c(C)c3c(c2C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O3)C(C)(C)CCC1,TOX26923,1
598,C[N+]1(CC2COC(c3ccccc3)(C3CCCCC3)O2)CCCCC1,TOX26925,0
600,CC(CC=O)CCCC(C)(C)O,TOX22232,0
602,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,TOX25860,1
603,COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)O[C@@H](n3cnc4c(N(C)C)ncnc43)[C@@H]2O)cc1,TOX25861,1
604,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,TOX25862,1
605,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,TOX25711,1
608,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,TOX25867,1
609,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,TOX25868,1
610,CC(C)COC(=O)CCCCC(=O)OCC(C)C,TOX16690,0
611,O=c1sc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,TOX12374,1
612,O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1,TOX7542,0
617,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,TOX28924,1
618,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,TOX28925,1
619,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,TOX28922,1
620,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,TOX28923,1
623,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,TOX28929,0
624,C=CC(=O)NC(C)C,TOX13754,0
625,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1,TOX21629,1
627,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,TOX25535,1
628,CC(C)c1cccc(C(C)C)c1O,TOX3523,1
630,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,TOX3529,0
631,[O-][Cl+3]([O-])([O-])[O-],TOX27003,1
634,O=NN(c1ccccc1)c1ccccc1,TOX1030,1
635,O=Nc1ccc(Nc2ccccc2)cc1,TOX1031,1
636,CCCN(CCC)N=O,TOX1032,0
637,C[N+](C)(C)C,TOX9108,1
641,N=C(N)c1ccccc1,TOX24401,0
642,CCCC[N+](CCCC)(CCCC)CCCC,TOX24400,0
643,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,TOX3298,0
645,N=C(N)NN,TOX24405,1
647,Cc1ccc(C(N)=O)cc1N,TOX24407,0
648,ClCCCCCCCl,TOX24409,0
649,CN1C(=O)CC(C)(c2ccccc2)C1=O,TOX3293,0
650,CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C,TOX3294,1
651,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,TOX3295,0
652,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],TOX12337,1
655,Nc1ccc2cc(S(=O)(=O)O)ccc2c1,TOX24743,0
656,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,TOX139,1
657,Nc1ccc(-c2ccc(N)cc2)cc1,TOX137,1
658,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,TOX12548,1
659,[Ba+2],TOX131,1
661,O=Cc1ccccc1,TOX134,0
662,C=CCCC,TOX5849,0
665,O=C(O)COCC(=O)O,TOX21575,0
666,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,TOX5840,1
668,N#CC(C#N)=C(C#N)C#N,TOX29385,1
670,O=C(O)c1c2ccccc2cc2ccccc12,TOX29387,1
671,O=C(CBr)c1ccccc1,TOX29386,1
672,C[N+](C)(C)CC(=O)[O-],TOX2666,0
673,Nc1nc(Cl)cc(Cl)n1,TOX29380,1
675,CCN(CC)CCNC(=O)c1ccc(N)cc1,TOX29382,0
676,O=c1c(=O)c2cccc3cccc1c32,TOX29389,1
677,O=c1[nH][nH]c2ccccc12,TOX29388,1
679,O=C1C(I)=CC(=C(c2cc(I)c([O-])c(I)c2)c2ccccc2C(=O)[O-])C=C1I,TOX26768,1
680,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,TOX3569,1
681,CNC(=O)N(c1ccccc1)c1ccccc1,TOX5593,0
683,CC1CCCC1,TOX5590,1
684,C=CC(=O)NCNC(=O)C=C,TOX5595,1
685,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,TOX28844,1
686,N#CSCSC#N,TOX5599,1
688,Cc1ccc(C(=O)c2ccccc2)cc1,TOX17741,1
689,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,TOX14997,1
690,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,TOX1311,1
696,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,TOX14192,1
698,NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],TOX26712,1
700,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,TOX26242,1
705,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,TOX26249,1
706,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,TOX1359,0
708,CCCCCCCC(=O)OCC(O)CO,TOX22006,0
710,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,TOX1358,1
711,C=CCN(CC=C)C(=O)C(Cl)Cl,TOX7997,0
712,CCCCCCCCCCCCCCCCO,TOX7991,1
715,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,TOX10695,1
717,CN(C)C(=O)C(c1ccccc1)c1ccccc1,TOX4072,1
718,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,TOX10698,1
726,Clc1ccccc1N1CCNCC1,TOX31523,1
732,COc1cc(Cl)c(OC)cc1N,TOX20718,1
735,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,TOX20713,1
736,CC[Sn](Br)(CC)CC,TOX20712,1
737,C=CC(=O)OCCOc1ccccc1,TOX20715,1
738,Cc1cc(C)c(N)c(Cl)c1,TOX20714,0
740,CCCOC(=O)c1ccccc1,TOX24878,0
741,CCC(CO)(CO)COCC(CC)(CO)CO,TOX24879,0
742,N=C1NC(=N)c2ccccc21,TOX24658,1
744,CCCCCCCCCCCC(=O)N(CC)CC,TOX24655,0
746,C=CC(=O)OCCCCCCCCCC,TOX24873,0
748,CN(C)CCN(C)CCO,TOX24875,0
749,C(COCC1CO1)OCC1CO1,TOX24876,1
750,CCC(=O)Nc1cccc(N)c1,TOX24877,0
751,S=C(Nc1ccccc1)Nc1ccccc1,TOX6139,1
752,O=C(N[C@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1,TOX28711,1
755,O=C(N[C@@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1,TOX28712,1
756,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1,TOX28715,0
757,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,TOX28714,0
759,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,TOX28716,0
760,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N,TOX28719,0
761,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,TOX27831,1
762,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,TOX27830,1
763,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,TOX27832,0
764,CCOP(=O)(OCC)OCC,TOX6228,1
766,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,TOX6137,1
767,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,TOX2020,1
769,CC(=O)OCCOCCOCCOC(C)=O,TOX6223,0
770,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TOX9904,0
771,Cn1cnc2c1c(=O)[nH]c(=O)n2C,TOX6132,0
772,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,TOX5035,1
773,CCN(CC)c1cccc(O)c1,TOX5037,1
774,Oc1ccc2ccccc2c1/N=N/c1ccccc1,TOX1135,1
775,NC(=S)Nc1ccccc1,TOX1134,0
776,Nc1c2ccccc2nc2ccccc12,TOX4457,1
778,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,TOX17515,1
780,CC(=O)C1C(=O)C=C(C)OC1=O,TOX14,0
781,Nc1ccc(Nc2ccccc2)cc1,TOX5895,1
782,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,TOX2382,1
784,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,TOX18762,0
785,CCOc1ccc(NC(=O)CC(C)O)cc1,TOX721,0
786,CCOP(=S)(OCC)SCSCC,TOX12459,1
788,Nc1ccc2cc3ccccc3cc2c1,TOX4458,1
794,CN(C)CCCN,TOX5102,0
795,O=C1CCCc2ccccc21,TOX7175,1
796,OC1CCCc2ccccc21,TOX7174,0
797,c1ccc(N=NNc2ccccc2)cc1,TOX4934,1
798,O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,TOX12600,1
800,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,TOX589,1
801,CC(O)c1ccccc1,TOX859,0
803,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,TOX3881,1
805,CCOc1ccccc1C(N)=O,TOX581,1
806,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,TOX582,1
807,C=CC(=O)OCC,TOX583,0
808,CN1CCCC1=O,TOX856,0
809,CNc1ncnc2[nH]cnc12,TOX857,1
810,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,TOX3889,1
811,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,TOX855,1
812,COc1cc(N)ccc1C,TOX4855,1
813,CC(=O)c1ccccc1,TOX1828,0
814,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,TOX1824,1
815,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],TOX1823,1
817,CCC(C)=NO,TOX1821,0
818,CCC(=O)CC,TOX1820,0
819,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,TOX3089,0
823,CCCC(C)CC,TOX8974,0
826,COC(=O)c1cccc(Cl)c1,TOX7507,0
827,C=C(C)C(=O)OCCN(C)C,TOX7504,0
828,Cc1cc(=O)nc(C(C)C)[nH]1,TOX7502,0
829,CC1(C)CC(N)CC(C)(CN)C1,TOX7503,0
830,CCCOCCO,TOX7500,0
831,COC(=O)CCS,TOX7509,0
832,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,TOX14855,1
834,OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,TOX26019,1
838,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,TOX26017,1
839,CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,TOX25673,0
843,CCCCCC/C=C/C(=O)OC,TOX27637,0
844,CCCCCCCC(=O)OCCCCCC,TOX27636,0
845,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,TOX27633,0
847,CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21,TOX25674,0
848,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O,TOX25677,0
850,CCOC(=O)[C@]1(c2ccccc2)Oc2ccccc2[C@@H]1N,TOX27362,1
851,CCCN1C=CN(C)C1,TOX29320,0
852,Cc1ccccc1/N=N/c1ccc(/N=N/c2c(O)ccc3ccccc23)c(C)c1,TOX21743,1
854,Cc1ncsc1CCCl,TOX2842,0
855,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,TOX2843,1
856,Clc1cccc(Cl)c1N=C1NCCN1,TOX24670,0
858,Nc1ccc2ccccc2c1S(=O)(=O)O,TOX922,1
859,O=[N+]([O-])c1ccc(Cl)cc1,TOX281,0
860,CCCCOC(O)CC,TOX9755,0
861,CCCCCCCCCCCCOS(=O)(=O)[O-],TOX6031,0
862,CCCCC(CC)COS(=O)(=O)[O-],TOX6033,0
864,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,TOX20362,1
865,CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1,TOX20363,1
869,CCCCC(=O)O[C@]1(C(=O)CO)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TOX2904,1
870,CC(C)(CO)[C@@H](O)C(=O)NCCCO,TOX2906,0
871,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TOX2901,1
872,C/C=C(\C)C(=O)OC/C=C(\C)CCC=C(C)C,TOX27413,0
873,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,TOX26908,1
875,CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,TOX26906,1
878,O=C(C=Cc1ccccc1)OCCCc1ccccc1,TOX27411,1
879,CC1=C(C=O)C(C)(C)CCC1,TOX27142,0
882,CC(C)=CC(=O)O,TOX27145,1
884,CN1CCCC1,TOX22210,0
885,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,TOX13314,1
886,CC(=O)Nc1cc([As](=O)(O)O)ccc1O,TOX25847,0
889,CC=CC=CCOC(=O)C(C)C,TOX27414,1
890,C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1,TOX25848,1
891,Oc1c(Br)cc(Br)c2cccnc12,TOX25849,1
894,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,TOX20502,1
895,CCCCCC1CCC(=O)O1,TOX14229,0
897,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,TOX28948,1
898,COC(=O)C(Cl)C(=O)OC,TOX28944,1
900,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],TOX3371,1
901,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,TOX28941,1
904,CC(C)(C)c1ccc(O)c(O)c1,TOX4687,1
905,CC(C)(C)N,TOX4681,0
907,O=C1CCCCCCCCCCCN1,TOX7344,0
908,c1ccc(B(c2ccccc2)c2ccccc2)cc1,TOX7345,1
909,Cc1cccc(C(=O)O)c1O,TOX18686,0
910,NCCOCCO,TOX7341,0
911,[S-]c1ccccc1,TOX7342,0
912,CC(C)(C)c1ccc(C=O)cc1,TOX7343,0
913,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C,TOX3508,0
914,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,TOX3502,1
916,O=C1c2c(O)cccc2Cc2cccc(O)c21,TOX4538,0
917,COc1ccc(N)cc1,TOX4532,1
918,CC(C)c1cccc(C(C)C)c1N,TOX2279,0
922,C=CCCCCCCCCC=O,TOX17757,0
923,CCO[Si](OCC)(OCC)c1ccccc1,TOX24462,0
924,C=CCOc1nc(OCC=C)nc(OCC=C)n1,TOX17754,1
925,NCCOS(=O)(=O)O,TOX24469,0
930,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CC[C@H]2C(=O)O,TOX25597,0
932,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,TOX25591,1
933,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,TOX445,0
934,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,TOX444,0
935,O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,TOX447,1
936,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,TOX446,1
939,CCCCOC(=O)COc1ccc(Cl)cc1Cl,TOX443,0
940,O=C(O)COc1ccc(Cl)cc1Cl,TOX442,0
941,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,TOX119,1
942,[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O,TOX118,1
943,COP(=O)(OC)OC=C(Cl)Cl,TOX449,1
944,CC(Cl)CCl,TOX448,0
947,CN(C)CCCNCCCN,TOX13445,1
948,CCn1cc[n+](C)c1,TOX29300,0
