,smiles,toxic
2334,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,1
506,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1,0
215,CC(=O)/C=C/C1=C(C)CCCC1(C)C,0
4771,O=C(O)CCSCCC(=O)O,0
4603,O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,1
3377,O=C1CCc2ccccc2O1,0
4918,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0
4376,Cl[Hg]c1ccccc1,1
2656,COc1ccc(Cl)cc1C,0
1907,CCCc1ccc(N)cc1,0
3201,O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1
4141,C=CC[N+](C)(C)CC=C,0
2635,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,0
2383,O=Cc1cc(O)ccc1Br,1
4249,NC(=O)OCCCc1ccccc1,0
2313,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1,0
296,CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)[O-])CCC[C@]3(C)[C@H]2CC1,1
1340,CCCOC(=O)CCCCC(=O)OCCC,0
1598,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,1
1095,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,1
3872,N#CNC(=N)N,0
4749,CN1C(C)(C)CCCC1(C)C,0
4957,O=c1[nH]c(=O)n(C2CCCO2)cc1F,0
873,COC(OC)OC,0
3633,C/C=C1\NC(=O)[C@H]2CSSCCC=C[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,1
268,CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O,1
3297,Cc1ccc(N(C)C)cc1,1
615,COc1ccc(N)cc1,1
50,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,1
1751,Brc1ccc(-c2ccccc2)cc1,0
1435,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,1
449,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],1
2234,OCC1CCCO1,0
3166,CCC(C)(C)OC,1
4607,O=C(O)c1ccccc1O,0
1934,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,1
3552,S=C(SSSSSSC(=S)N1CCCCC1)N1CCCCC1,1
1959,CCCCCCCCOC(=O)c1ccc(O)cc1,1
1679,CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1,1
1195,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,0
632,CC(Cl)CCl,0
5138,C=C(C)C(=O)OCCCCCCCCCCOC(=O)C(=C)C,0
2743,CCCCNS(=O)(=O)c1ccc(C)cc1,0
3841,CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O,0
1559,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,1
902,Cc1ccc(N)c(C)c1,1
2680,CC1=CC(=O)CC(C)(C)C1,0
2708,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1
1740,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,1
644,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,1
2093,O=C(c1ccccc1)C1CCC1,1
4568,COC(=O)NCCC[Si](OC)(OC)OC,1
4080,CC=CC(=O)N(CC)c1ccccc1C,0
454,[Ba+2],1
3138,CC(C#N)CCC#N,0
4521,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Fe+3],1
3115,Nc1ccc(C(=O)[O-])c(O)c1,0
2755,CCCCCCC,1
2745,CNC(C)Cc1ccccc1OC,0
3413,CNC(C)=O,0
2538,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,1
1593,Cc1occc(=O)c1OC(=O)C(C)C,0
894,Nc1ccc(Cl)cc1C(=O)c1ccccc1F,1
1390,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F,1
2719,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,1
3592,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,1
4183,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-],1
1308,C=CCCCCCCCCCCC,0
1355,Fc1cccc(Cl)c1CCl,1
570,CCOC(=O)[C@]1(c2ccccc2)Oc2ccccc2[C@@H]1N,1
4736,CCC1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)C=C[C@]2(C)OC2C1C,1
2919,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,1
834,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,1
4308,COc1ccc2cc(CCC(C)=O)ccc2c1,1
1991,O=[N+]([O-])[O-].[Na+],0
3390,C=CCn1c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,0
4152,O=C(CCl)NCO,1
765,CC(C)C(=O)OCCOc1ccccc1,0
3836,Cc1c(N)c(=O)n(-c2ccccc2)n1C,0
3383,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,1
1014,COC(C)(C)CCO,0
1656,COc1ccc(NC(C)=O)cc1N,1
603,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1
4987,Cn1sc(Cl)cc1=O,1
4524,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,1
1766,Fc1ccccc1-c1ccccc1,0
2586,CC(=O)CC(C)(C)C1CCCCC1,0
1501,CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,1
4609,CCN1CCOCC1,0
999,CCC(OCCCOC)OC(C)=O,0
857,CCNc1nc(NC(C)(C)C)nc(SC)n1,1
1450,O=C1OC(=O)C2CC=CCC12,0
1611,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1
2185,CCCCCCBr,0
2947,CC(=O)NS(=O)(=O)c1ccc(N)cc1,0
157,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,1
1954,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
199,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0
55,CCCCCC(C)O,0
3420,C=C(C)CS(=O)(=O)[O-],0
4501,Nc1cccc2ccccc12,1
3529,CCCCCSCCCCC,0
2262,C=C(C)C(=O)OCC1CO1,0
2168,CC(C)C[C@H](CN)CC(=O)O,1
4356,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
2984,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,1
809,[Na]I,0
4627,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,1
475,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,1
2134,COC(=O)c1c(C)cc(O)c(C)c1O,1
4364,O=c1[nH]ncc2ccccc12,0
3182,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,1
1854,CC(C)(c1ccccc1)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)c2ccccc2)c1,0
545,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,1
1051,N=C1NC(=N)c2cc3ccccc3cc21,1
5000,COc1cc(/C=C/c2ccccc2)oc(=O)c1,1
3599,Brc1c2ccccc2c(Br)c2ccccc12,1
420,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,1
383,CCCOc1sc(C(=O)N2CCC(c3cc(CN)ccc3F)CC2)c(C)c1Br,1
2839,CC(C)(O)C(=O)O,0
5263,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,1
4884,CCSC(=O)N(CC(C)C)CC(C)C,0
5240,CC(C)COC(=O)c1ccc(O)cc1,1
4695,OCCNCCO,0
1717,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl,1
2783,NC(=O)CF,0
3925,C=C1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,1
554,CCCC(C)CC,0
4597,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1,1
658,[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1,0
785,NC(=O)[O-],0
700,Cc1cc(C)c(O)c(C)c1,0
2019,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1
2999,Cc1cc(O)c(C(C)C)cc1Cl,1
4848,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,0
3686,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,1
5103,c1cc2c(c(N3CCNCC3)c1)OCCO2,0
434,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,0
1265,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1
2120,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],1
4209,Oc1ccc(Oc2ccccc2)cc1,1
2214,CCC(C)(CCCC(C)C)OC(C)=O,0
2993,c1ccc(N=Nc2ccccc2)cc1,1
4271,SCCSCCS,0
3751,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@@]43C)[C@@H]1CC[C@@H]2O,1
1338,CC(=O)O[Hg]c1ccccc1,1
391,CN(C)C1CSSSC1,1
458,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,1
5266,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,1
1504,COc1cc(C[C@@H](C)N)c(OC)cc1Br,1
4914,ClC(Cl)(Cl)Cl,0
4436,Cc1ccc(S(=O)(=O)NC2CCCCC2)cc1,1
3768,COCCCN,0
3231,CC(N)=O,0
701,C1CCC(NC2CCCCC2)CC1,0
2319,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,1
4670,Cc1ncsc1CCO,0
3384,COC(=O)C1CCC(C(=O)OC)CC1,0
3517,CCC1CCC(=O)O1,1
2732,C=CC(=O)OC(C)(C)C,0
3125,CC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,1
4969,CCOP(O)OCC,0
4472,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0
4124,CCN(CC)c1cc(C)nc2ncnn12,0
4303,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@H]3SC2)cc1,1
2202,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
1888,CC1(C)C(=O)N(Br)C(=O)N1Cl,1
3455,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O,1
3219,Clc1cc(Cl)c(Cl)cc1Cl,1
2058,C=C(C)CCC[C@H](C)CCO,0
341,NNc1ccc(C(=O)O)cc1,1
2108,C[Si](C)(C)O[Si](C)(C)C,0
1950,OCCCCO,0
544,CNc1ncnc2[nH]cnc12,1
4131,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,1
4288,CC(C)NCC(O)c1ccc(N)c(C#N)c1,0
3439,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,0
1772,CC(=O)C(C)=O,0
2564,O=C(O)Cn1c2ccccc2c(=O)c2ccccc21,1
1236,CC1(c2ccccc2)OC(C(=O)O)=CC1=O,0
3523,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1
4324,CC(=O)CC(C)=O,0
778,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,1
3205,CCOC(=S)SSC(=S)OCC,0
3426,O=[N+]([O-])c1cccc(C(F)(F)F)c1,0
4454,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,1
1181,CC(C)C(Br)C(=O)NC(N)=O,1
2023,CCCCCC[n+]1ccccc1.F[B-](F)(F)F,0
3991,CC12CCC(CC1=O)C2(C)C,0
4238,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,1
4294,CCCCC(C=O)CC,0
2889,CCOCCOCCOCC,1
1779,CSSC,0
2613,CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,0
4794,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,1
2954,Cc1cc(=O)oc2cc(O)ccc12,1
4567,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,1
2773,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,0
671,CCC12COCN1COC2,0
4003,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,1
152,CC1=CC(C)(C)Nc2ccccc21,1
4034,CC1=CC[C@H](CC=O)C1(C)C,0
3127,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCCCC2)cc1,0
3694,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1,0
3368,CCCOC(OCCC)OCCC,0
3809,COC(=O)OC,0
3577,CCCCCCCCCCCCOCCO,1
4617,Nc1nc(N)c(N)c(N)n1,1
286,O=S(=O)([O-])c1ccc2c(/N=N\c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1,0
2543,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,1
1822,CCOc1cc(C=O)ccc1O,0
2868,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,0
3278,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,1
146,O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,1
3055,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,1
3958,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,1
3179,CNC(=O)Oc1cccc2c1OC(C)(C)O2,1
2327,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,1
1076,ClC(Cl)(Br)Br,0
1674,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,0
710,CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C,1
4618,CC[Ge](Cl)(CC)CC,1
3227,Cc1ccc(O)cc1C,0
3659,CCCBr,0
3027,Cc1ccc(Cl)cc1Cl,0
4153,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21,1
4738,Cc1cc(C)c(C)c(O)c1,1
4645,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,1
1572,CCCCNC(=O)OCC#CI,1
1612,CC(=O)OC(C)(C)C1CC=C(C)CC1,1
133,CC(C)OC(=O)Nc1ccccc1,1
5034,CCCCCc1ccc(C)cc1O,1
2497,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,1
1525,Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br,1
2282,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,1
2368,C=C(C)C(=O)NCCC[N+](C)(C)C,0
5022,CCCCCCOC(=O)CCCCC,0
3937,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,1
546,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,1
3960,CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1,1
3908,C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CCc1ccccc1,1
2268,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,1
1565,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,1
2903,O=CC1CC=CCC1,0
1462,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,1
235,O=C(O)[C@@H](S)[C@H](S)C(=O)O,1
3299,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,1
183,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0
2305,C/C=C(\C)C(=O)OCC/C=C\CC,0
2278,C=C1CCC2CC1C2(C)C,0
2667,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,1
3670,Nc1ccccc1C(=O)OCC=Cc1ccccc1,1
3737,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,1
3624,CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1
1661,Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,0
3696,O=C(Nc1ccc(O)cc1)c1ccccc1O,1
4423,O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,1
822,NCC(O)c1ccc(O)cc1,0
3837,CN1CCCN=C1/C=C/c1cccs1,1
2261,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,1
4725,CCCCCCCCCCCCCl,1
1677,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,1
3159,CC(C)(C)OOC(=O)c1ccccc1,0
705,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-],0
2855,CCCC(=O)Cl,0
2494,CO/C=C(/C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1,1
3075,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,0
1943,Oc1ccc(C2(c3ccc(O)cc3)c3ccccc3-c3ccccc32)cc1,1
5213,OCc1c[nH]c2ccccc12,1
2866,c1ccc(Cc2ccccc2)cc1,0
4707,CCOC(=O)c1ccccc1C(=C1C=C(Br)C(=O)C(Br)=C1)c1cc(Br)c(O)c(Br)c1,1
2425,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1
4945,COC(=O)C(CN)c1c[nH]c2ccc(OC)cc12,1
4651,Cc1ccc(C)c(S(=O)(=O)O)c1,0
2886,CCOC(=O)OCC,0
4504,CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,1
941,Nc1ccc(Br)cc1,1
1736,C1CS1,0
2865,CCOC(=O)/C=C/C(=O)OCC,1
3191,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1,1
1868,CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1
432,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,1
3418,CCCc1c(OCCCOc2ccc(OCC(=O)O)cc2)ccc(C(C)=O)c1O,1
4581,Oc1ccccc1,0
4708,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1
397,O=C(N[C@H]1CN2CCC1CC2)c1ccc2c(c1)OCCO2,0
1,CC(O)(P(=O)(O)O)P(=O)(O)O,0
5016,C=CC(=O)NCOCCCC,1
511,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,1
4220,CNc1ccc([N+](=O)[O-])cc1,1
3221,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,0
2286,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,1
538,CC(O)c1ccccc1,0
916,CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O,1
524,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,1
371,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,1
2888,C=CC(=O)OCCOCCOC(=O)C=C,1
2298,CCOC(=O)Cc1ccc(-c2ccccc2)cc1,1
3333,CCCCCCCCN(C)CCCCCCCC,0
84,CCCCCNCCCCC,0
2473,CCC(C)CO,1
1448,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,1
1272,CCC(C)(CCC(C)C)C(=O)O,0
422,CC(C)COC(=O)CCCCC(=O)OCC(C)C,0
2838,O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1,1
129,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1
3847,C=C(C)C(=O)OCCCCCCCCCCCC,0
1281,Cc1occc1S,1
77,CCCCCCCCCCCCCC(=O)OC,0
1973,Cc1cccc([N+](=O)[O-])c1C,0
909,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,0
1147,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,1
4654,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,1
2380,O=C(O)c1cc(I)cc(I)c1I,1
4455,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1,1
401,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1
317,CC(=O)SCC(CC(=O)c1ccc(C)cc1)C(=O)O,0
3793,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,1
3903,C=CCc1cc(S(=O)(=O)c2ccc(O)c(CC=C)c2)ccc1O,1
748,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,1
4510,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0
619,C=CCOc1nc(OCC=C)nc(OCC=C)n1,1
62,O=C(C=Cc1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,0
3861,CN(C)Cc1ccccc1,0
816,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,1
1780,CCOc1ccccc1N,1
3953,O=C(O)CC[N+](=O)[O-],0
1902,COC(=O)C(C)O,0
695,Clc1nc2ccccc2nc1Cl,1
3503,CC(C)(C)C(=O)CCc1ccc(Cl)cc1,0
1193,CCC(=O)C1CC(C(C)C)CC=C1C,0
4404,COc1ccc(/N=N/c2cc(C)c(/N=N/c3ccc(S(=O)(=O)[O-])cc3)cc2OC)cc1,1
2582,CCOC(=O)COC(=O)c1ccccc1C(=O)OCC,0
204,O=P(Cl)(Cl)Cl,0
1256,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)C(O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,1
1892,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,0
4385,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1
2528,CCC(C)(C)C1CCCCC1OC(C)=O,1
1048,Nc1ccc(Sc2ccc(N)cc2)cc1,1
869,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,0
1788,CC(C)C=O,0
1375,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,1
4544,CCOC(=O)C(Cl)C(C)=O,0
1498,C=CC(=O)NC(C)(C)C,0
3132,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1
4747,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)c1ccc(Cl)c(Cl)c1,1
2843,Cc1nccn1-c1ccc(Sc2cccc(C3(C(N)=O)CCOCC3)c2)cc1,1
560,COC(=O)CCS,0
2945,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0
2495,CCOC(=O)CC1(C)OCC(C)O1,0
4335,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,1
1966,O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,0
4664,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0
4503,NC(=O)c1cccnc1,0
744,CC1CC(O)CC(C)(C)C1,0
2086,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,1
2909,O=C(OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1)c1ccccc1,1
3586,O=P([O-])([O-])OP(=O)([O-])[O-],1
1251,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,1
3542,CO.COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,1
3329,NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl,1
